S.no,data_source,data_collection_date,url,other_metadata,tender_published_Date,tender_closing_date,tender_opening_date,tender_tile_and_id,tender_origanisation
2169,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,17-Nov-2022 04:00 PM,14-Feb-2023 11:00 AM,15-Feb-2023 11:30 AM,"[Four laning of NH530B from Devinagar Bypass (End) (Existing Km.208.000 of NH 530B Design Km.66.000) to Kasganj Bypass (End) (Existing Km.150.100 of NH530B Design Km.123.100) in Uttar Pradesh on Hybrid Annuity mode]
																				[NHAI/NH530B/Devinagar BypasstoKasganjBypass/Pkg2][2022_NHAI_135560_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2170,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,17-Nov-2022 01:05 PM,15-Feb-2023 05:00 PM,16-Feb-2023 11:30 AM,"[Development of Six lane green field Ring Road-bypasses Package-I Sachendi-Mandhana Road start from Design Ch.0.000 to Design Ch.23.325 (Length 23.325) kms around Kanpur District in the state of Uttar Pradesh under NHDP Phase-VII on EPC mode]
																				[NHAI/UP(W)/KRR/PKG-I/EPC/2022][2022_NHAI_135667_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2171,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,16-Nov-2022 06:50 PM,16-Feb-2023 11:00 AM,17-Feb-2023 11:30 AM,"[Short term Improvement and Routine maintenance of Sundra to Binjrad Ka Tala via Myajlar (Km. 46.000 to 82.600) of NH-70, in the state of Rajasthan]
																				[NHAI/12012/1/2022-ROJ /Tender-O-M/SB][2022_NHAI_135621_1]",National Highways Authority of India||RO-Jaipur - NHAI
2172,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,15-Nov-2022 05:05 PM,02-Mar-2023 11:00 AM,03-Mar-2023 11:30 AM,"[Four Laning of left-over works including Additional Structures in Kerala-Tamil Nadu Border Kanyakumari from Km.43.000 to Km.96.714 of NH-47 in the State of Tamil Nadu on EPC Mode]
																				[NHAI/NGL/NH47/BalWork/2022][2022_NHAI_135473_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2173,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,15-Nov-2022 09:00 AM,14-Mar-2023 03:00 PM,15-Mar-2023 03:00 PM,"[Design and Const. of Civil and Building Works on Design Build Lump Sum Price Basis for Double Line High Speed Rail between Shilphata and Zaroli in Maharashtra-Gujarat states from MAHSR Km 21.150 to Km 156.600 for the Project of MAHSR.]
																				[MAHSR-C-3][2022_NHSRC_135359_1]",National High Speed Rail Corporation Limited||NHSRCL - JICA Tenders
2174,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,14-Nov-2022 04:00 PM,20-Feb-2023 02:00 PM,21-Feb-2023 02:30 PM,"[Supply, Installation of Cell Saver for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2175,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,14-Nov-2022 04:00 PM,20-Feb-2023 02:00 PM,21-Feb-2023 02:30 PM,"[Supply, Installation  of Phase Contrast Microscope with camera and monitor (IVF Grade) for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2176,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,14-Nov-2022 04:00 PM,20-Feb-2023 02:00 PM,21-Feb-2023 02:30 PM,"[Supply, Installation of Cavitron Ultrasonic surgical aspirator (CUSA) Machine for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2177,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,14-Nov-2022 04:00 PM,20-Feb-2023 02:00 PM,21-Feb-2023 02:30 PM,"[Supply, Installation of Full HD Operating Laparoscopy System with accessories for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2178,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,14-Nov-2022 04:00 PM,20-Feb-2023 02:00 PM,21-Feb-2023 02:30 PM,"[Supply, Installation of CTG Machine with Central for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2179,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,11-Nov-2022 06:50 PM,09-Feb-2023 03:00 PM,09-Feb-2023 04:00 PM,"[EOI Document for Selection of Backend Partner for Supply, Installation, Commissioning and Operations and Maintenance of State Wide Surveillance and ITMS project for Vadodara and Surat City under VISWAS Project Phase-II]
																				[TCIL/78/IT1/22-23/GIL_CCTV][2022_TCIL_135230_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||MM Division - TCIL
2180,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,11-Nov-2022 06:50 PM,09-Feb-2023 03:00 PM,09-Feb-2023 04:00 PM,"[Selection of Backend Partner (Cluster wise) for Supply, Installation, Commissioning and Operations and Maintenance of State Wide Surveillance and ITMS project across the State of Gujarat under VISWAS Project Phase-II]
																				[TCIL/78/IT1/22-23/GILCluster][2022_TCIL_135226_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||MM Division - TCIL
2181,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,11-Nov-2022 06:00 PM,14-Feb-2023 11:00 AM,15-Feb-2023 11:30 AM,"[Strengthening and Improvement of Lucknow-Kanpur section from km28.00 to km76.300 of NH27(Old NH25) and construction of Drain and Service road and rehabilitation of Unnao RoB along with routine maintenance of Lucknow- Kanpur section from Km28.000 to 7]
																				[NHAI/UP / Lucknow-Kanpur/ NH-27/2022][2022_NHAI_135204_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2182,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,11-Nov-2022 01:05 PM,28-Feb-2023 05:00 PM,01-Mar-2023 05:30 PM,"[Independent Engineering Services for the work of Construction and Upgradation to Four Lane from Manikpur (Design.Ch. Km 0.000) to Sahebganj (Design.Ch.Km 44.650) section of NH139W under Bharatmala Pariyojana scheme in the State of Bihar on HAM Mode]
																				[NHAI/HQ/BH/Manikpur-Sahebganj /IE/Proc/2022][2022_NHAI_135127_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2183,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,09-Nov-2022 06:55 PM,21-Feb-2023 11:00 AM,22-Feb-2023 11:30 AM,"[Construction of 6-lane Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Chandauli-Chainpur Road near Khainti village to junction with Bhabhua-Adhaura road near Palka village (Km.27.000-Km.54.000) under BMP in Bihar on HAM]
																				[NHAI/BM/Varanasi-Kolkata/ Pkg2/2022][2022_NHAI_134988_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2184,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,09-Nov-2022 06:55 PM,21-Feb-2023 11:00 AM,22-Feb-2023 11:30 AM,"[Construction of 6-lane Greenfield Varanasi-Ranchi-Kolkata Highway from junction with NH-19 and Varanasi Ring Road near Rewasa village to junction with Chandauli-Cainpur road near Khainti village (Km.0.000-Km.27.000) under BMP in UP and Bihar on HAM]
																				[NHAI/BM/Varanasi-Kolkata/ Pkg1/2022][2022_NHAI_134985_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2185,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,09-Nov-2022 02:50 PM,09-Feb-2023 02:00 PM,10-Feb-2023 02:30 PM,"[Supply, Installation of DEXA for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/11/22-23][2022_HLL_134888_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2186,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,09-Nov-2022 02:40 PM,09-Feb-2023 02:00 PM,10-Feb-2023 02:30 PM,"[Supply, Installation of Digital Subtraction Angiography for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/11/22-23][2022_HLL_134888_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2187,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,07-Nov-2022 06:00 PM,28-Feb-2023 02:00 PM,01-Mar-2023 02:00 PM,"[DC/B378-112-GF-MR-4250/516]
																				[DC/B378-112-GF-MR-4250/516][2022_GAIL_126537_2]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
2188,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 04:45 PM,27-Feb-2023 03:00 PM,28-Feb-2023 03:00 PM,"[Construction of Hostel, Quarters, Retaining Wall, Boundary Wall and Associates Work for Phase 1 Works of Medical College at Tura Meghalaya Balance Work]
																				[TCIL/CIVIL/PD(NE-1)/2022/03][2022_TCIL_134508_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Civil BD - TCIL
2189,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 04:30 PM,27-Feb-2023 03:00 PM,28-Feb-2023 03:00 PM,"[Construction of Academic Block for Phase-1 Works of Medical College at Tura Meghalaya (Balance Work)]
																				[TCIL/CIVIL/PD(NE-1)/2022/02][2022_TCIL_134480_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Civil BD - TCIL
2190,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 04:00 PM,14-Feb-2023 11:00 AM,15-Feb-2023 11:30 AM,"[Construction of Flyover/Underpass at Vizag Airport Junction to ensure Flow of Container Trailers To/From MMLP Setup at NH-16.]
																				[NHAI/PC/MMLP VIZAGAIRPORT/2022][2022_NHAI_134479_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2191,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Complete Gel Apparatus System Horizontal for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2192,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Insulin Pump With Integrated Continuous Glucose Monitoring System for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2193,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Protein Electrophoresis And Blotting Apparatus (Semi Dry Transfer)/ Full Western Blotting System (With Vertical Electrophoretic Unit, SDS PAGE Trans Blotting Apparatus) for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2194,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Automatic Nucleic Acid Extraction And Purification System for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2195,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Elisa/Microplate Reader for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2196,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Continuous Renal Replacement Therapy (CRRT) Machine for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2197,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Video Bronchoscope for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2198,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,04-Nov-2022 01:30 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Supply, Installation of Plasmapheresis Machine (Portable) for MCH Block, AIIMS, New Delhi]
																				[HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2199,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,02-Nov-2022 04:00 PM,09-Feb-2023 01:00 PM,10-Feb-2023 02:30 PM,"[PMSSY IV  Cardiopulmonary Bypass Machine]
																				[HITES/PCD/PMSSY-IV/27/CTVS/ 2022-23][2022_HLL_133841_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
2200,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,01-Nov-2022 05:30 PM,20-Feb-2023 11:00 AM,21-Feb-2023 11:30 AM,"[RFP for 4/6 laning of Karimba to Edathanattukara section of NH 966 from km.30.720 to km.61.440 in the State of Kerala in HAM mode under Bharatmala Pariyojana.	]
																				[NHAI/11012/KL/Karimba -Edathanattukara/2022][2022_NHAI_134014_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2201,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,01-Nov-2022 02:00 PM,01-Mar-2023 01:00 PM,02-Mar-2023 01:00 PM,"[Construction of Left out work of for Four laning of Kagvadar to Una of NH-8E from Km. 139.915 to Km.180.478 (Design Chainage from Km. 140.470 to Km. 181.450) (Package-IV) in the State of Gujarat on Single Percentage Item Rate Contract.]
																				[NHAI/RO-GNR/Proc/NH-8E/Balance /Kagavadar-Una/2022][2022_NHAI_118673_3]",National Highways Authority of India||RO-Gandhinagar - NHAI
2202,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,01-Nov-2022 11:00 AM,13-Feb-2023 11:00 AM,14-Feb-2023 11:30 AM,"[Construction of 4 Lane with Paved Shoulders from AP-KN Border(Design Ch0.000) to KN-TS Border(DesignCh54.566) in AP-KN Border Raichur-KN-TS Border Sec of NH167 in Karnataka on HAM.]
																				[NHAI/KNT/AP-KN Border/KN-TS Border/Mainwork/ 2022/][2022_NHAI_133929_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2203,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,01-Nov-2022 11:00 AM,16-Feb-2023 11:00 AM,17-Feb-2023 11:30 AM,"[Construction of 4laning with paved shoulder of Bellary Bypass SecI 4laning of Bellary Bypass from junc with NH67 Design Ch0.454 km to Design Ch10.000kms junc of NH150A Siruguppa-Bellary Road and NH150A Bellary Bypass from Ch253.600Km to Ch255.150Km]
																				[NHAI/KNT/ Mainwork/ Bellary Bypass/ HAM/2022][2022_NHAI_133930_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2204,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,31-Oct-2022 05:00 PM,21-Feb-2023 11:00 AM,22-Feb-2023 11:30 AM,"[Design  Manufacture Supply and Commissioning of High Sided Open Cape Gauge Wagons for National Railways of Zimbabwe NRZ]
																				[2022/RITES/EXP/NRZ/WAG/14/HSOW][2022_RITES_133857_1]",RITES Ltd.||ROC 1 (Sector 29 Gurugram) - RITES||Expotech - RITES
2205,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Oct-2022 03:00 PM,28-Feb-2023 03:00 PM,10-Mar-2023 03:30 PM,"[Expression of Interest for NITROGUANIDINE (PICRITE) Plant]
																				[OFN/EO/PM/2022-23/EOI(CPPP)/ PICRITE/01][2022_MIL_133468_1]",Munitions India Limited||Ordnance Factory Nalanda Rajgir Bihar
2206,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Oct-2022 11:25 AM,14-Feb-2023 11:00 AM,15-Feb-2023 11:30 AM,"[Construction of 4 Laning of Manegaon to NH-45 from Km.19.050 to Km. 39.180 (Jabalpur Ring Road Package 2) under Bharatmala Pariyojna in Madhya Pradesh on EPC Mode. ]
																				[NHAI/HQ/MP/ Manegaon to NH-45/EPC/2022][2022_NHAI_133516_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2207,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,22-Oct-2022 09:00 AM,14-Feb-2023 11:00 AM,15-Feb-2023 11:30 AM,"[Construction of 4 Laning of Kushner to Amjhar Road from km 75.480 to Km 98.950 (Jabalpur Ring Road Pkg 4) under Bharatmala Pariyojna in the State of Madhya Pradesh on EPC Mode]
																				[NHAI/HQ/MP/Kushner to Amjhar/EPC/2022][2022_NHAI_133148_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2208,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE services for Upgradation of Existing Two Lane Carriageway to Four Lane Divided Carriageway from Ch.241.700 in Bedkuva Dur Village in Vyara Taluka to Ch.290.050 in Pathakwadi Village in Dolvan Taluka Section of NH-56 in Gujarat on HAM (PKG-VII)]
																				[NHAI/Gujarat/IE/Pkg-VII/2022][2022_NHAI_133096_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2209,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE for Upgradation of Existing 2 Lane Carriageway to 4 Lane Divided Carriageway from Ch. 330.800 in Karanjveri Vil. in Dharampur Taluka to Ch. 372.185 in Karvad Vil. Vapi, post jun. with MVE Length 41.385  Section of NH-56 in Gujarat on HAM PKG IX]
																				[NHAI/ Gujarat/IE/Pkg-IX/2022  ][2022_NHAI_133098_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2210,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[Independent Engineer services for Construction of Six lane access controlled Expressway from Km 173.500 to Km 213.803 (Giyod to Bhuval of Tharad Ahmedabad Expressway-Design length 40.303 kms) under Bharatmala Pariyojana in Gujarat (Package-V) on HAM]
																				[NHAI/Gujarat/ Giyod to Bhuval /IE/Pkg-V/2022][2022_NHAI_133128_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2211,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[Independent Engineer services for Construction of Six lane access controlled Expressway from Km 127.000 to Km 173.500 (Udalpur to Giyod of Tharad Ahmedabad Expressway-Design length 46.5 kms) under Bharatmala Pariyojana in Gujarat (Package IV) on HAM]
																				[NHAI/Gujarat/ Udalpur to Giyod /IE/Pkg-IV/2022][2022_NHAI_133119_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2212,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE services for Construction of 6lane access controlled Expressway from Km 83.500 to Km 127.000 (Diodarda to Udalpur of Tharad Ahmedabad Expressway-Design length 43.5 kms) under Bharatmala Pariyojana in Gujarat (Package III) on HAM]
																				[NHAI/Gujarat/ Diodarda to Udalpur/IE/Pkg-III/2022][2022_NHAI_133115_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2213,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE for Construction of Six lane access controlled Expressway from Km 43.500 to Km 83.500 (Khimana to Diodarda of Tharad Ahmedabad Expressway- Design length 40 kms) under BMP in Gujarat (PKGII) on HAM.]
																				[NHAI/Gujarat/ Tharad to Khimana /IE/Pkg-I/2022    ][2022_NHAI_133120_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2214,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE for Construction of 6 lane access controlled Expressway from Km 0.000 to Km 43.500 (Tharad to Khimana of Tharad Ahmedabad Expressway- Design length 43.5 km) under BMP in the State of Gujarat (Package I) on HAM]
																				[NHAI/Gujarat/ Tharad to Khimana /IE/Pkg-I/2022    ][2022_NHAI_133114_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2215,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 06:00 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE services for Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 in Nasarpore Village in Umarpada Taluka to Ch.241.700 in Bedkuva Dur Village in Vyara Taluka Section of NH-56 in Gujarat on HAM(PKG-VI)]
																				[NHAI/Gujarat/IE/Pkg-VI/2022][2022_NHAI_133088_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
2216,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,21-Oct-2022 05:30 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:30 PM,"[IE for Upgradation of Existing 2 Lane Carriageway to 4 Lane Divided Carriageway from Ch. 290.050  in Pathakwadi Vil. in Dolvan Taluka to Ch. 330.800 in Karanjveri Vil. in Dharampur Taluka Length 40.750 Section of NH-56  in Gujarat HAM PKG VIII]
																				[NHAI/Gujarat/ IE/Pkg-VIII/2022  ][2022_NHAI_133086_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
